'conectar'|tupachiy
excelsa|qullana
excelso|tupaq
excentricidad|ch'uyka kay
excepcional|supay
excesivamente mezquino|millay mich'a
excesivo|yupa; manchay; millay; chhika
exceso|puchunraq; yallin
excitar|tarantachiy
excluir|raqpay; qhichuy; qichuy; qarquy; qharquy; t'aqay
exclusión|qhichuy akna; raqpaku
excoriar|ch'ustiy
excremento|isma; aka
excremento del niño recién nacido|misu
excremento humano|hatun hisp'ay
excrementos|q'icha; q'ichalira; isma; aka
excusar|mananchay
excéntrico|ch'uyka
exhalación|samay
exhalar|samay
exhalar humo|q'usñiy
exhalar olor|q'apay
exhalar olor agradable|q'apay
exhausto|ch'unqasqa
exhibir|riqsichiy; rikurichiy; rikhurichiy
exhumar|p'anparay; p'amparay
exigir|atiy; mat'iy
eximir|qispichiy; qhispichiy
existencia|kawsay
existir|kashay; kaskay; kasay; kay; tiyay; kawsay
exito|sami
exorcista|supay qarqu
expectar|qhaway; yuyay
expeler|wich'urpariy
expeler ventosidad por el ano|supiy
expender|ranqhay
experiencia|yachay
experimentado|kawsayniyuq
experimental|yañaypa; llanchhiypa
experimentar|yañay; wanay; llanchiy; llanchhiy; yañariy
experimento|yaña; llamiy akna; llanchhiku; yañaku
experto|yachayniyuq; phichu
experto en el manejo del quipu (cuerda con nudos)|khipukamayuq
experto en yerbas medicinales|paqu
expirar|wañuy
explicar|ch'uwanchay; ch'uyanchay; ch'uyantay; willay; mast'aray; sut'ichay; yachachiy; ch'uwachay; ch'uyachay
explosionar|phatay; t'uqyay
explosivo|t'uqyaq
explosión|t'uqyay
explotar|phatay; saruy; t'uqyay
explotar (minerales)|hurq'uy; hurquy; huyqhuy; urqhuy
exponencial|wipiq huchhaqpa
exponente|willapaqi; wipiq huchha
exponer|rikhuchiy; rikuchiy; sut'inchay; qhastichay; willapay; sut'illiy; rikurichiy; rikhurichiy
exponer al sol a la interperie hasta quedar inservible|thuntichiy
exponer mercancias a la venta|qhatuy
exposición|rikuchi; rikachiku; rikuchiku
expresar|sutichay; niy; ñiy; rimapayay; rikuchikuy; rimay
expresión|simi; niy
expresión con que se intimida a un niño para que no coma|kaka
expresión de la cara|rikch'ay; riqchay
expresión popular loco o tocadito|t'uqpi
expresión que señala una totalidad de cosas|tukuy ima; tukuyima
expresión usada para la apertura de la flor|phak
expresión verbal de una cosa o de un pensamiento|rimay
exprimido|q'allpisqa
exprimidor u ordeñador|ch'awaq
exprimidora|q'allpina
exprimir|ch'irway; ch'arway; chaway; ch'away; q'apiy
exprimir en la boca tallos jugosos|hanch'uy
exprimir la ropa lavada|ch'irway; ch'arway
exprimírselo|q'allpipuy
expropiar|llat'anay
expulsar|wich'urpariy; qarquy; qharquy
exquisito|sumaq
extender|last'ay; ch'utay; chutay; mast'ariy; mast'ay; mast'aray; llamphay; khaliy; suniyachiy
extender (la mano)|ch'utay; chutay
extender tierra en el surco utilizando el azadón|qutuy
extenderse|winkuy; mismiy; winkukuy
extendido|mast'a
extensión|llamphaku; mast'ariy; mast'aku
extensión de algunas cosas|yapa
extenso|chutarisqa; kimra
extenso,a|mant'akuyta mast'akuyta; llamphakuywan
exterior|hawa; hawapi; hanaqpi qhipaq; hawanpi
exterioridad|hawanchay; hawa rikch'aynin
exteriorizar|qhastichay; hawanchay
exterminar|wañurparichiy; wañurachiy; qulluchiy
exterminarse|qulluy
extincción|p'uchukay
extinción|p'uchukay
extingir|wañuchiy
extinguir|qulluy; wañuchiy; thasnuy
extinguir (el fuego con agua)|thasnuy
extinguir el fuego con agua|thasnuy
extinguirse|qulluy
extinto|wañusqa
extracción|hurquy; urqhuy
extraer|ch'utay; chutay; aysay; sik'iy; hurq'uy; hurquy; huyqhuy; urqhuy
extraer agua u otro liquido de su depósito|wisiy
extraer alimentos de la olla con la mano|llawch'iy
extraer el jugo|ch'irway; ch'arway
extraer o sacar con un recipiente agua u otro líquido de su depósito|wisiy
extraer parte de un líquido|wisiqay
extranjero|mitma; mithmaq; hawa runa; mitmaq; tumaqaya
extraordinario|wamaq; supay; aswanchasqa
extraviado|chinkasqa; musphaq
extraviar|chinkachiy
extraviarse|muspay; musphay; chinkay
extravío|pawi; payi
extrañar|llakiy; watukuy
extraño|hukpa; mana riqsisqa; manariqsisqa; hawa runa; wamaq; wak; waq
extremidad|ñawpin; qaylla; tukuyninpi; manyan
extremidad de algún objeto|chupa
extremidad lateral de un campo|manya
extremo|pata; kantu; aswan qhipan; p'iti; tukukuynin
exudar|ch'illchiy
fabricados por los mismos campesinos|k'uyuna
fabricar chicha|aqhay
fabricar cordeles de lana para la ojota o para trenzar lazos|milluy
faceta|uyacha; uyalla
fachada|chimpa; ñawpaqi
facilidad|hasa kay; thaqnu kay
facilitar|hasachay
factibilidad|atinalla kay; atikuq kay; hasa ruwaynalla kay
factible|atikuqlla; atikuq
factor|miranqi; mink'aqi
factura|mink'achiku; qhatuchiku
facturar|mink'achikuchay; mink'achikuta quy
faena|fayina; wayka
faique|waranqu
faja|watu; chumpi; chunpi
faja (del niño)|q'illpu
faja ancha de mujer|maman chumpi; mamanchumpi
faja de varios colores|p'ichuk
faja mayor tejida tiesa|maman chumpi; mamanchumpi
faja más delgada|wawan chumpi
faja o llauto teñido de varias colores|p'ichuk
faja para ceñir la cintura|chumpi; chunpi
fajar|walthay; chumpiy; k'iluy; k'iruy; miray
fajar (a una criatura)|q'illpuy
fajar (vendar)|wankuy
fajar a otro|chumpillichiy
fajar envolver|walthay
fajarse|chumpikuy; chumpillikuy
fajarse la faja|chumpillikuy
falcónido de plumaje blanco y negro que vive en las montañas|alqamari
falda|aksu; aqsu; millqay; wara
falda de colina o cerro|qhata
falda en redondo hecha de lana casera de color blanco natural o teñida de color claro, traída por mujeres en capas|p'istu
faldellín de los niños pequeños|kulis; phalicha
falla|alqa; q'inchu; suchuy
fallecer|wañuy; wañuykuy
fallecimiento|wañuy
falo|ullu
falsa|llulla
falsa corteza del plátano que sirve para embalar coca|kusuru
falsario|simi apaq; simiapaq; isqayllu; isqallu
falsear|llullay
falsedad|llullakuy
falsedad (ama llulla)|llulla
falso|llulla; qullma; q'ullma; ñukña; yanqa; mana kaq; mana chiqaq; tumpalla; tunpalla
falta|hucha; panta; pisiy
falta cometida|pantay
faltante|ch'uswari; ch'usaq
faltar|ch'usay; ch'usway; pisiyay; pisipay; pisiy; ch'usa kay; faltay
faltar (emocional)|waturikuy
faltar algo|pisiy
faltar de agua|naq'iy
faltarse al colegio o al trabajo|ch'achay
falto|wakcha
falto de algo|khallpa
falto de continuidad|chaku
falto de fuerza|pisi kay
familia|familiya; ayllu
familia espiritual|ayllu
familia o parentesco|ayllu
familiar|ayllumasi; ayllu; yawarmasi
famoso|riqsisqa
famélico|yarqhay taki; yarqhaytaki
fanega|tupu
fanfarrón|machu -lla; ch'aqwilli; sumaykachaq; k'anka
fango|t'uru; qhunchu
fantasma|manchachikuq; kuku; kukuchi; fantasma
fantasmas o duendes que solían aparecer con dos tetas largas que podían asir de ellas|hap'iñunu
fantástico|musqhuysapa
farallón|chhanka
farfullero|khaka; khaku
faringe|tunqur; tunquri; tunquru; millp'una; millp'uti; milp'uti
farináceo|muyphu
farmacia|hampi qhatu; hampiqhatu; hampiyuq wasi
farmacéutico|hampikamayuq
faroles|k'anchana; q'anchana
farrear|machay
farsante|llulla; machu machu
fascinación|añay
fascinado|llawsa suru
fase|waqnapa
fastidiar|phiñachiy
fatalidad|qhincha
fatiga|uti; sayk'uy
fatigado|sayk'usqa; sayq'usk'a
fatigar|hunp'ichiy; sayk'uchiy
fatigarse|saykuy; sayk'uy
fauca|phawka
fauces|millp'una; millp'uti; milp'uti
favor|yanapana; hayma; yanapay; khuyay
favorecer|chitay; khuyay; hawmay; haymay; haymay
favorecer la putrefacción|ismuchiy
faz|uya
faéna|wayka
fe|iñiy; fi; iñi; iñina
febrero|hatun puquy; hatun puquy killa; fibriru; puquy killa
febrero (en la era de los Inkas: Tiempo del gran crecimiento de las plantas, también de la vestimenta ceremonial. Por la abundancia de agua, crecían los yuyos. Los frutos aún estaban verdes y la gente padecía hambre, también morían a causa de las cámaras de aire en el estómago, mal humor en el cuerpo por el vapor del suelo. El Inka y su reino ofrecían en sacrificio: oro, plata y ganado a las divinidades)|hatun puquy; hatun puquy killa
febrero en la era de los Inkas (Vestimenta ceremonial, también tiempo del gran crecimiento de las plantas. Por la abundancia de agua, crecían los yuyos. Los frutos aún estaban verdes y la gente padecía hambre, también morían a causa de las cámaras de aire en el estómago, mal humor en el cuerpo por el vapor del suelo. El Inka y su reino ofrecían en sacrificio: oro, plata y ganado a las divinidades)|pawqar waray killa
fecha|pacha
felicidad|kusi; sami; runa quyllur; kusikuy; ataw
felicitar|saminchay; sumapayay
felino de gran tamaño|uturunku; uthurunku; uturunqu
feliz|kusi; samiyuq; sunqu hunt'a; kusisqa
felizmente|aswan
felpa|pullusapa p'acha
femenidad|warmikay
femenino|warmi
femenino (animal)|china
feminidad|warmikay
feo|millakuy; qhasqa paru; millay; saqra; fiyiru; millakuna; millana
feo para hacer miedo|alqu uya
feria|qhatu; firiya
feriado|samay p'unchay
fermentación|puquy
fermentado|puchu; p'usqu; puchqu
fermentar|puquy; puquchiy; p'usquy
fermento|puquq; p'ushqu
ferocidad|mancharikuy
feroz|rakrakuq
fertilizante|hanpi; hampi; wanu
fertilizante natural|wanu
fertilizar|wanuchay; wanuy; hampiy; hanpiy
festejar|q'uchurikuy; phistay; ch'allachiy; q'uchukuy; fiyistay
festejar algo benigno, algo nuevo|ch'allay
festejo de la creación en el tiempo Inka (en enero)|kamay raymi
festejo de la reina en el tiempo Inka|quya raymi
festejo de los señores Inkas|qhapaq raymi
festejo del Inka|inka raymi
festejo del señor sol|qhapaq inti raymi
festejo principal en el tiempo Inka (en octubre)|uma raymi
feto|sullun; sullu
fiado|manusqa
fiambre|kharmu; quqawi; quqaw
fiar|manuchay; manuy; fiyakuy
fiarse|manukuy; manukamuy
fiasco|laq'u
fibra muscular|hank'u; anku
ficción|llachi
fichas para jugar el sapo|tihu
fiebre|rupha unquy; k'ahay; rupha; q'uñiunquy; ruphariy; k'aha unquy
fiebre palúdica|chukchu
fiel|sullul; sullull
fiero|fiyiru; siq'u
fierro|q'illa; khillay; killay
fiest|raymi
fiesta|fiyista; phista; raymi
fiesta de bienvenida|t'inka
fiesta de la primavera|kuskiraymi
fiesta del primer corte de cabello de los niños|umaruthuku
fiesta del sol|inti raymi
fiesta del sol (veinticuatro de junio)|inti raymi
fiesta o borrachera de los Incas para celebrar el día primero en que ponían zaraguelles sus muchachos|warachikuy
fiesta popular|raymi
fiesta principal del año|qhapaq raymi
fiesta religiosa|misachiku
fiesta religiosa en que se pide prosperidad y éxito de sus esfuerzos a todas fuerzas beneficiales|Paqu Tink'a; Paqu Tinka
fiesta, donde al niño se le corta el cabello|rutucha
figura|siq'i; wanki; niray; rikch'ay; riqchay; siq'isqa
figura representativa|rikch'ay; riqchay
figuras geométricas enmarcadas dentro de cuadros que puedan estar aislados o estar alineados en fajas de sucesión horizontal o vertical|tukapu
fijar|t'ipay; ratay; k'iskiy
fijar palabras del sistema kipu|khipuy
fijar vestidos con alfileres|t'ipay
fijo|mana kuyuq
fila|siq'i; sinru; suk'a; wach'u; wachu; sinri
fila de lomas|link'u
fila, línea|wach'u; wachu
filo|ari; q'awchi; filu
filoso|q'acha; k'awchi
filosofía|llup'ina; yachaysunqukay; yachaywayllukuy
filtrar|mismiy; sut'uy; suysuy; ch'illchiy; chumay; sut'uchiy
filtrar (agua)|sut'uchiy; sut'uy
filtrar agua u otro líquido|ch'illchiy
filudo|k'awchi
filón|sirk'a
filón metálico|mama
filósofo|amawt'a; amawta; hamawt'a; yachaysunqu; yachaywayllukuq
fin|k'ika; tukukuy; p'uchukay
finado|wañuq; wañusqa
final|tukuychaynin; tukuychaq; p'iti; tukukuy; p'uchukay
finalizado|tukusqa
finalizar|tukuy; tukuchiy; tukuychay; t'ukuychay
finalmente|p'uchukaypi; ñapis
financiero,a|kaqikamayuq
financista,a|kaqikamayuq
finanzas|sapsi kaqi
finca|finka
fines|tukukuy
fingir|tukuy
finiquito|t'ukuycha; yaqachaku; p'uchumpa
finito|tupuyuq; wañuq; tukukuq
fino|t'una; sillp'a; k'acha; ñina
firma|silq'u
firmar|firmay; suti silq'uy
firme|k'irku
firme en asunto|ch'allpiri
fisgonear|watiqay
fisioterapia|qhaquna
fisonomía|rikhuriy; rikch'ay; riqchay
fisura|raqra
flaca|ch'arki; charki
flaco|llawch'i; ñanu; nanu; ñañu; tullu; flaqu; ch'arki; charki; tulluskiri; irk'i; irqi; hirq'i; irqhi; irq'i; llañu; llañuy
flagelar|hasut'iy; sikway
flamear|llaphapay
flamear al viento|maywiy; raphapapay
flamenco|pariwana
flamenco andino|pariwana
flanco|waqtan; waqta; manya
flanco derecho|paña
flato|wisa punkiy; qhullquy
flauta|pinkillu; pinkuyllu; qina
flauta de caña|qina
flauta pequeña|phukuna
flebitis|sirq'a unquy
flecha|wachu; wach'i; chuki
flechar|wach'iy
flechero que hace las flechas|wach'ikamayuq
flechero que tira las flechas|wach'ikuq
fleco|chupakuru; killi; q'aytuncha
flema|qhutu; llawsa
fletar|flitay
flexible y consistente|anku
flirtear|k'achachakuy
flojamente amarrado|waya
flojear|qhillakuy
flojera|qhillakuy
flojo|q'urutasapa; q'urutun; q'urutún; llawqhi; llawqha; k'urpa; lap'a; samp'a; sampa; qilla; qhilla; waya; q'iwa; lluchhu
flojo (tejido)|llika-llika; samp'a awasqa; suya-suya; mana mat'i; mana mat'isqa
flojo, holgazán, perezoso|qilla; qhilla
flor|sisa; t'ika; wayta
flor amarilla|chili hak'u; uchuq'aspa; q'illu t'ika
flor campestre|wayta
flor de cabeza|saltaq
flor de maíz|parwa
flor de orquídea|hillurina
flor del aire|ch'aska
flor del cacto|ulala
flor del magüey|chuchaw
flor delicada|apu t'uqtu
flor morada|kulli wayta
flor sagrada de los Inkas|ñukchu; ñukch'u
flor sagrada de los incas|kantu; qantuta; qantu; q'antu; kantu; qantuta; kantuta
flor silvestre|tanitani; wayta
floreación|pawqar
florecer|sisay; t'ikay; parway; sisakuy; mut'uy; waytay
florecer las plantas silvestres|waytay
florecer los cereales y frutales|sisay
floreciente|phanchi
florescencia de una planta o de la semilla espiritual|phutuy
flotante|tuytu
flotar|wanp'uy; tuytuy
flotar al viento|raphapapay
flote|tuytu
fluctuar|iskaychakuy
fluir|phuqchiy
flujo|puriy
flácido|llawch'i
foca marina|asuka; unu pacha puma; hatun qucha puma
fofo|phusa
fogata|k'ana
fogón|q'uncha; tullpa
fogón circular de piedras semienterradas|q'uncha
fogón, lugar donde se hace la candela para preparar las comidas|tullpa
fomentar|mirachiy
fondo|k'uchu; kuchu; ukhun; ukun; pachan; ukusipaq
forado|tuqu; t'uqu
forastero|karu runa; karuruna; hawa runa; chiqanpiruna; chayraqruna; wamaq
forcejar|kallpay
forcejear|kallpay
forma|chantay; chanta; rikch'ayni
forma para asustar a los niños|kuku
formación cespitosa alternada con bosques y matorrales|waylla-waylla
formar|k'umpay; kamay
formar espuma|p'usquy
formar gavillas erguidas|qallchay; kallchay
formar montón|qutuy
formar ovillo|kururiy
formar pueblo|llaqtachay
formar pus|q'iyay
formar rimeros|tawqay
formar un recinto|kanchachay; kanchay
formar una cruz|chakatay
formarse callos|khachayay
formarse capullo o botón|mukmuy
formarse pus en algún tumor o herida|q'iyayay
formarse un absceso|ch'upuyay
formidable|kusa
formular|sut'inñiy
fornicar|wachuy; ch'aqway; sakway; puñuy
fornido|kallpayuq; kallpasapa
forraje|ch'iki; uqsa; chhalla; q'achu
forraje de heno o trigo|ch'illawi
forraje de maíz|p'anqa; phanqa
forrajeras|q'achuq'achu
forrar con cuero algo|qarachay
fortachón|kallpayuq; kallpasapa
fortalecer|kallpachay; sinchiyachiy; pukaray; kallpanchay
fortalecerse|sinchiyay
fortaleza|pukara; qispina; qhispina; pirqa; pirk'a
fortaleza andina y templo del viento|Ullantaytampu
fortaleza del Inca en el Cuzco, cuyo nombre original es probablemente Sasawaman (Çaçça Huaman, Çaççay Huaman, que significa Águila real la mayor y no halcón satisfecho como se ha interpretado generalmente)|Sasawaman; Saksawaman; Sasaywaman; Saqsaywaman; Saksaywaman
fortaleza del Qosqo en el tiempo Inka|Sasawaman; Saksawaman; Sasaywaman; Saqsaywaman; Saksaywaman
fortificar|kallpachay; pukarayay; pukaray; sinchiyachiy
fortificarse|sinchichakuy
fortuna|sami; qillpu; qiypu
fortuna en guerra y honores, renovadora del Imperio y de su estatismo social|atawqay
forzar|atipayay; qatiriy
forzudo|kallpayuq; kallpasapa
foráneo|mitma; mithmaq
forénculo|ch'upu; chupu
forúnculo|ch'upu; chupu
fosa|uchku
fosa nasal|sinqa husk'u
fosas nasales|sinqa t'uqukuna
foso|larq'a; yarqha
fotografía|phutu
fracasar|qullupuy
fraccionamiento|t'unaku; patmaku; phiriku
fraccionar|patmay; rak'iy; rakiy; t'unay; ch'iqtay; phiriy; lliq'iy; llik'iy; t'ipiy
fraccionario|t'unaki; ch'iqtaki; patmaki
fracción|t'unaku; ch'iqtaku; patmaku
fractura|p'akisqa
fracturado|p'akisqa
fracturar|p'akiy
fragancia|quntu; q'apay; kuntu
fragilidad|qhaphrayay
fragmentar|t'aqay
fragmentar con los dientes|hanch'uy
fragmento|t'aqacha
fragmento pequeño|k'ata
fragrancia|q'apay
franco|sut'i sunqu
francés|fransis
franja|ch'imi; sillwi; killi; suyu
franja gruesa|kumpa; kunpa
franjas de colores en los tejidos|suyusuyu; suyu-suyu
franjilla delgada molinillo para guarnición de la manta|chichilla
frazada|mast'a; puñuna; frasada; qunpi; qumpi; qhatana; qatana; kutama; qhata; qata; chusi
frazada con listones de colores naturales|chusi
frazada gruesa hecha de telas o trapos|apa
frazada hecha de lana en hilo gordo|millusqa apa
frazada hecha en casa de hilo teñido con tiras de colores y una banda estrecha de diseño simple a cada orilla|puñuna
